owneruserid,userid,NbrOfComments
45506,57233,1
45506,67200,2
45507,836,3
45507,4683,1
45507,8820,1
45507,12217,2
45507,13612,1
45507,23240,6
45507,28175,6
45507,35644,1
45507,42686,1
45507,43000,1
45507,43077,1
45507,43793,3
45507,44018,1
45507,44190,1
45507,45507,22
45507,45651,5
45507,46375,3
45507,46424,1
45507,47078,3
45507,51714,2
45515,8005,1
45515,23240,1
45515,28175,3
45515,45515,3
45519,29587,1
45531,44680,1
45531,45531,1
45531,45763,1
45531,45869,1
45545,45545,1
45553,27983,1
45560,28175,1
45560,45560,1
45570,29575,1
45573,45573,2
45573,74421,1
45573,74735,1
45577,80105,1
45578,23305,1
45581,381,3
45581,45581,2
45581,47414,1
45591,4683,1
45591,16220,1
45591,24409,1
45597,836,1
45597,37932,1
45602,381,1
45603,11061,2
45603,42044,1
45603,45603,2
45603,49299,1
45610,21,1
45610,381,2
45610,23305,1
45610,23437,2
45610,28175,4
45610,30472,1
45610,35644,2
45610,40853,4
45610,42354,1
45610,44456,1
45610,45610,29
45610,45817,1
45610,47488,1
45610,49143,2
45610,54505,1
45610,59085,1
45610,61446,1
45610,64377,3
45610,65131,1
45610,71442,1
45610,85398,2
45615,38887,2
45615,41894,1
45615,45615,3
45615,45962,1
45616,30805,1
45627,45507,1
45631,18974,1
45631,69646,1
45643,381,1
45643,45643,2
45651,45507,1
45651,45651,2
45675,28175,1
45675,45675,1
45679,471,1
45679,44456,2
45679,45679,1
45679,57453,1
45698,29575,1
45713,35644,1
45713,42829,2
45713,45713,1
45721,28175,1
45726,30613,1
45726,32243,4
45726,45726,7
45726,46783,1
45726,46880,2
45726,49782,1
45726,55122,1
45726,62752,2
45726,67328,1
45726,70293,1
45741,45264,1
45741,45507,1
45747,11097,1
45747,34033,1
45750,28175,1
45750,35644,1
45750,43110,1
45750,45750,1
45756,36977,1
45762,45756,1
45763,45762,3
45763,45763,2
45764,381,1
45764,35644,1
45764,45764,1
45768,40853,1
45768,51897,1
45768,51970,1
45768,51977,1
45768,51982,1
45768,64377,1
45774,54819,1
45779,45762,1
45779,45779,1
45821,15828,2
45821,16853,2
45821,29587,3
45821,35644,5
45821,44456,1
45821,45821,7
45827,41886,1
45845,1029,1
45852,45852,1
45852,55122,2
45852,64596,1
45852,76460,1
45859,41886,2
45859,45859,1
45869,45507,1
45869,45869,1
45872,45507,1
45872,45872,1
45887,45507,1
45889,28175,1
45892,54143,1
45901,8005,1
45901,15828,1
45901,16220,3
45901,29587,1
45901,33603,2
45901,44456,1
45901,45507,1
45901,45901,7
45902,381,1
45902,54243,2
45907,29587,3
45907,37793,1
45907,45907,2
45907,58488,1
45907,65892,1
45909,23305,1
45909,45909,1
45913,35644,2
45913,45913,2
45913,55108,2
45916,32440,1
45916,35644,1
45916,45916,2
45916,52257,1
45929,45929,1
45929,51714,1
45929,62565,1
45937,1426,4
45937,40853,3
45937,45937,6
45957,8005,1
45957,14913,1
45957,28175,1
45957,45957,2
45961,45507,1
45961,45961,1
45962,10620,1
45962,45962,1
45996,29781,1
45996,45996,1
46007,15464,1
46007,66993,1
46026,28175,1
46026,46026,1
46054,381,1
46054,46054,1
46055,1029,3
46055,6550,1
46055,9123,1
46055,18574,2
46055,38582,1
46055,44139,1
46055,46055,12
46055,60391,1
46068,44114,1
46082,44680,1
46089,44139,1
46107,21,1
46107,34153,1
46107,46107,1
46107,64377,1
46120,29587,1
46120,33202,1
46120,46120,2
46132,14675,2
46132,46132,3
46143,8560,2
46143,21232,1
46143,34269,1
46143,35644,1
46143,46143,4
46153,41771,2
46153,46153,3
46153,67328,1
46190,10517,1
46192,44456,2
46192,46192,1
46195,56354,1
46200,46200,1
46200,77900,1
46201,15828,2
46201,29575,1
46201,46201,1
46211,381,1
46230,36977,1
46230,42926,1
46230,45264,1
46230,45374,1
46230,46230,2
46230,57109,2
46230,67971,1
46230,80885,1
46231,29587,1
46242,42824,1
46265,21,1
46265,3385,1
46265,29587,1
46265,46265,2
46265,66938,1
46272,45610,1
46277,17484,1
46279,13736,1
46279,15828,1
46284,381,1
46288,4683,1
46288,10882,1
46288,46288,2
46289,28175,1
46301,28175,6
46301,46301,5
46305,8560,1
46305,44456,1
46305,46305,1
46305,64377,2
46307,381,1
46307,26394,1
46307,45507,1
46307,46307,1
46309,32440,3
46309,46309,3
46309,47832,2
46313,6433,1
46313,35644,1
46313,44456,1
46317,46317,1
46317,58158,2
46319,33202,1
46319,46319,1
46326,14588,1
46356,8878,1
46360,10814,1
46360,25997,1
46360,46360,6
46360,70749,4
46360,76411,1
46360,77360,1
46360,79435,1
46371,303,1
46371,46371,1
46371,85398,1
46374,31434,1
46374,35644,1
46374,46374,1
46375,9191,1
46375,16853,1
46375,28175,1
46375,29412,1
46375,35644,1
46375,40853,1
46375,44456,1
46375,45166,1
46375,51714,1
46375,52287,1
46402,1029,1
46402,11097,1
46402,46402,2
46413,381,1
46413,29587,2
46413,64377,1
46413,79243,1
46429,28175,1
46431,28175,2
46431,46431,1
46433,43108,1
46433,44456,1
46433,46697,1
46433,76883,1
46433,79542,1
46439,29134,2
46439,46439,1
46449,836,1
46454,28175,3
46454,35437,1
46454,35644,2
46454,46454,3
46464,46464,3
46464,50870,1
46465,14675,1
46471,45507,2
46471,46293,2
46471,46471,4
46488,28175,3
46488,46488,3
46488,53137,1
46490,27432,3
46490,46490,2
46493,28175,1
46504,27432,1
46504,33759,1
46504,46504,1
46505,35837,1
46505,39076,1
46505,46317,1
46505,46505,3
46505,47366,1
46505,73832,3
46505,75787,1
46509,35644,1
46523,8560,1
46523,46523,6
46523,57453,6
46527,27015,2
46527,35644,1
46527,43455,1
46527,46527,2
46527,51648,1
46527,53793,1
46527,69538,1
46535,19261,1
46535,37793,1
46537,9316,1
46537,23586,1
46537,54992,1
46537,55002,1
46537,55055,2
46538,29587,1
46538,46538,1
46542,43472,1
46542,46542,1
46542,62938,1
46543,28175,2
46543,30472,1
46543,46543,1
46545,32440,1
46545,46545,1
46547,46547,1
46547,55122,1
46567,28175,1
46567,45507,1
46567,46567,1
46595,8878,1
46595,30472,1
46595,30964,1
46595,46595,1
46595,49770,1
46605,924,1
46616,38678,2
46616,46616,2
46624,32963,1
46624,43472,1
46624,46624,5
46624,58146,1
46624,58258,1
46624,58536,1
46624,58538,1
46625,43473,1
46633,15828,1
46633,29587,1
46633,37184,1
46645,1426,1
46645,29587,1
46645,46645,1
46645,88350,1
46648,41460,1
46654,381,2
46654,46654,1
46672,24409,1
46672,46672,1
46672,55122,1
46674,28175,1
46674,46674,1
46691,29587,1
46703,28175,2
46703,46703,1
46712,381,3
46712,28175,2
46712,61941,1
46736,38377,1
46740,44139,1
46749,46375,1
46749,46749,5
46749,53278,4
46749,53464,1
46754,33202,1
46754,46754,1
46756,15527,1
46768,44394,1
46779,33202,2
46779,46779,2
46782,46782,3
46782,58368,1
46783,35644,1
46785,23240,1
46785,46282,1
46785,46785,4
46785,52109,3
46785,54944,2
46785,58006,1
46785,58933,1
46785,60092,1
46785,60094,1
46805,41929,1
46805,44139,2
46805,44456,2
46805,46805,2
46805,47615,1
46862,33202,1
46880,30613,1
46886,8878,1
46886,29781,1
46886,35644,2
46886,39830,1
46886,45374,1
46886,46886,4
46886,47488,1
46886,50363,1
46886,52089,1
46891,8820,1
46891,36977,1
46893,35644,1
46893,44456,1
46898,381,1
46920,27432,2
46920,46920,1
46924,10620,1
46935,381,2
46935,924,1
46974,27432,2
46974,35644,1
46974,40853,5
46974,46974,5
46980,27432,3
46980,46980,1
46981,31434,1
46981,35644,2
46981,46981,1
46995,54395,1
47011,52921,1
47036,59553,1
47040,26917,1
47040,68023,1
47061,35644,2
47061,43294,1
47064,47064,1
47064,64377,2
47074,10620,1
47074,37095,1
47074,47074,1
47078,27844,1
47078,44044,1
47078,45432,1
47078,47078,1
47078,83192,1
47080,47080,2
47080,52706,4
47082,14675,6
47082,35644,1
47082,47082,5
47110,35644,2
47110,47110,2
47141,47141,1
47144,9974,1
47144,16220,1
47144,45507,1
47145,59171,1
47149,35644,2
47149,47149,1
47158,50208,1
47166,28175,1
47166,47166,1
47166,57082,1
47169,35644,8
47169,47169,6
47184,31086,1
47202,381,1
47204,35644,2
47204,45264,1
47204,47204,1
47204,53582,1
47212,35644,2
47212,45507,2
47212,47212,2
47233,27250,1
47233,45166,1
47233,47233,2
47239,47205,1
47239,47239,1
47242,28175,1
47242,37822,1
47242,47242,1
47254,924,1
47257,381,1
47265,47265,1
47265,50727,1
47270,19261,1
47270,38506,2
47270,47270,2
47279,33202,1
47279,47279,1
47279,47615,1
47286,74261,2
47288,35644,4
47288,47288,3
47308,13736,1
47308,35644,1
47309,21969,1
47309,35644,1
47309,47309,1
47311,47311,2
47311,75685,1
47311,76161,4
47318,84158,1
47322,40853,3
47322,47322,2
47352,35644,2
47352,47352,1
47352,75157,1
47359,381,3
47359,1426,1
47359,14519,1
47359,28175,5
47359,29587,3
47359,35644,3
47359,47359,11
47366,32426,1
47366,40853,1
47366,47366,1
47371,47371,19
47371,50146,4
47371,59087,3
47371,64983,1
47371,74622,3
47371,75982,1
47371,76768,4
47371,77938,2
47371,78047,1
47371,87517,1
47377,14675,1
47377,27432,1
47377,35644,1
47377,47377,1
47380,836,1
47380,45264,2
47403,924,2
47403,23305,2
47403,35644,3
47403,44139,3
47403,47403,4
47403,59085,1
47403,63952,1
47412,9257,4
47412,13023,1
47412,47412,14
47412,49349,4
47432,35644,1
47439,71442,1
47465,381,1
47465,23240,1
47466,47466,2
47466,55122,2
47466,85995,1
47473,381,2
47473,4683,1
47473,35644,3
47473,47473,1
47474,47475,1
47485,2511,1
47485,5279,1
47485,47485,1
47485,54929,1
47485,56443,1
47485,79278,1
47488,836,1
47488,39274,1
47488,43077,1
47488,47488,8
47488,51024,3
47488,51230,1
47488,51321,1
47488,51939,1
47488,61368,1
47497,14675,1
47497,35644,1
47500,40853,1
47506,559,1
47506,45507,1
47522,47522,2
47522,64377,2
47531,35644,2
47531,52116,1
47533,40951,1
47540,45507,1
47562,10372,1
47569,35644,1
47569,47569,2
47569,50038,1
47570,8560,2
47570,43469,1
47570,47570,2
47599,29587,1
47610,29587,1
47610,35644,1
47610,40853,1
47623,8560,2
47623,47623,1
47630,40853,1
47630,47630,2
47635,35644,1
47635,47635,1
47659,381,2
47659,29587,1
47659,47659,1
47672,23492,1
47687,381,2
47687,26917,1
47687,47687,1
47688,47688,2
47688,53812,1
47688,61756,2
47728,14675,3
47728,35644,3
47728,47728,5
47730,1426,1
47730,28175,1
47730,41525,1
47730,57453,1
47736,25223,1
47736,35644,2
47736,47736,1
47739,13023,1
47739,27250,1
47748,35644,1
47757,381,1
47757,35644,1
47766,35644,1
47766,47766,1
47777,35644,2
47777,40853,1
47777,47777,1
47791,47791,1
47791,65108,1
47792,35644,1
47792,44139,1
47792,44456,1
47796,29587,1
47796,35644,1
47802,47792,1
47813,35644,1
47816,836,1
47816,44139,1
47832,381,1
47832,28175,6
47832,32440,1
47832,33202,1
47832,35644,1
47832,38887,1
47832,44456,1
47832,45264,2
47832,47832,36
47832,53689,1
47832,54187,4
47832,54420,1
47832,54564,3
47832,56503,2
47832,57515,4
47832,57691,1
47832,57697,1
47832,59085,1
47832,60818,1
47832,61418,4
47832,63076,1
47835,35644,1
47835,47835,1
47842,44139,2
47842,47842,2
47844,6550,1
47844,29905,1
47856,37125,2
47856,47856,3
47856,53169,3
47856,53479,1
47858,40853,4
47858,47858,3
47867,14675,1
47867,29304,1
47867,47867,1
47867,53479,1
47869,45166,1
47872,47872,1
47872,50623,1
47874,381,1
47874,14675,1
47874,47874,1
47874,47877,1
47883,59087,2
47883,66931,1
47883,66974,1
47906,35644,2
47906,47906,2
47916,47916,1
47916,65131,1
47924,381,1
47924,35644,1
47929,35644,2
47948,44114,1
47956,201,1
47956,47956,1
47958,35644,1
47959,28175,1
47959,38657,1
47959,47959,2
48968,24593,1
48992,39338,1
49003,35644,1
49007,8552,1
49007,14675,1
49007,49007,3
49007,49650,2
49017,51492,1
49031,34153,1
49032,49032,2
49049,381,1
49049,68589,1
49060,56844,1
49061,38657,2
49061,49061,1
49067,29587,2
49067,49067,2
49072,29575,1
49075,49075,1
49088,24895,1
49088,29134,1
49092,381,1
49092,35644,1
49092,49092,2
49092,71442,2
49095,381,1
49098,23305,1
49102,381,1
49102,21086,1
49104,49104,1
49105,40853,1
49105,49105,2
49105,62945,1
49112,381,2
49112,49112,2
49114,14904,2
49114,49114,1
49114,52994,1
49119,73930,1
49127,924,1
49143,59372,1
49143,83358,1
49154,29587,1
49154,35644,1
49154,69301,1
49162,41306,1
49162,68240,1
49217,35400,3
49217,49217,2
49225,49225,1
49225,68025,1
49226,14675,1
49226,23305,1
49226,45374,1
49226,49226,2
49226,49692,1
49227,26394,1
49228,53372,1
49228,69198,1
49230,27108,1
49242,54096,1
49259,35644,1
49268,303,1
49268,2459,1
49268,28175,1
49268,49268,3
49268,49590,1
49268,64377,1
49278,8560,1
49278,35644,1
49278,49278,2
49290,27250,2
49290,49290,2
49293,836,1
49293,23334,2
49293,35613,1
49293,49293,5
49293,50727,1
49293,52678,1
49293,54581,1
49297,471,1
49297,35644,2
49297,49297,1
49297,51209,1
49297,59171,1
49297,70066,1
49299,45603,1
49332,31086,1
49332,35644,2
49332,49332,2
49341,11097,1
49354,924,1
49354,16213,1
49354,44139,1
49375,35724,1
49375,40657,1
49375,49375,5
49375,51506,2
49375,57697,1
49382,47750,1
49382,49382,1
49411,12477,1
49441,49441,2
49441,68496,1
49454,28175,7
49454,49454,10
49456,27983,2
49456,37330,2
49456,49456,5
49456,51714,3
49456,77162,1
49461,29587,1
49461,49461,1
49466,46886,1
49496,85398,1
49501,29587,1
49501,35644,1
49501,49501,1
49513,49513,2
49513,64377,1
49513,66788,1
49517,836,4
49517,29587,4
49517,34269,1
49517,49517,7
49520,52533,1
49522,49522,1
49522,51714,1
49542,45701,1
49542,49542,1
49544,,1
49544,49226,1
49569,49569,1
49577,44945,2
49577,49577,2
49583,26166,1
49590,23204,1
49590,44994,1
49590,45264,1
49590,49268,1
49590,49590,5
49590,49700,3
49590,49831,1
49590,50534,1
49590,57237,1
49590,57548,2
49590,64876,3
49590,71246,1
49590,73114,1
49590,73912,1
49590,84602,2
49603,49195,1
49603,49603,1
49603,63327,1
49617,29412,3
49617,49617,3
49617,51714,1
49622,23305,1
49624,35644,2
49624,40853,1
49625,49620,1
49625,49625,1
49650,49650,2
49650,78161,2
49650,78443,1
49664,35644,2
49665,381,1
49665,924,1
49665,33202,1
49665,49665,2
49678,49678,1
49697,35644,1
49697,53812,1
49700,28175,7
49700,35644,6
49700,44456,3
49700,49700,19
49700,57416,1
49700,60302,2
49700,61883,1
49700,63102,1
49700,64468,1
49700,83393,1
49704,18790,1
49704,49704,1
49717,26562,1
49731,49700,1
49731,49731,4
49731,50727,2
49731,55122,1
49731,71113,4
49733,381,1
49752,381,2
49752,46785,2
49752,49700,2
49752,49752,7
49752,59085,1
49779,29575,1
49780,,2
49780,26476,1
49780,44114,1
49780,47832,1
49780,49780,1
49787,36977,1
49795,49795,1
49795,60503,1
49826,49826,1
49831,49590,1
49831,49831,1
49833,8820,1
49833,49226,1
49852,53088,1
49856,35644,1
49856,37184,1
49861,381,2
49861,35644,2
49861,49861,1
49861,67144,1
49878,44139,1
49878,70795,1
49884,65323,1
49893,381,1
49893,8560,1
49899,381,1
49899,35644,2
49899,49899,3
49914,924,1
49914,10640,1
49914,32963,2
49914,35644,3
49914,42587,2
49914,44039,2
49914,49914,12
49914,50077,1
49914,50625,2
49914,51714,2
49914,59027,1
49923,44139,1
49923,49923,1
49932,44329,1
49932,49932,1
49937,50727,2
49941,35644,1
49944,14675,1
49944,33245,1
49944,35644,1
49944,49944,2
49944,69958,1
49963,36977,1
49980,13023,1
49997,49997,4
49997,55122,4
49997,60503,1
49997,64377,1
50013,25837,1
50013,47631,1
50013,50013,1
50013,73361,1
50014,836,2
50019,44456,1
50019,50019,1
50025,381,1
50030,26562,1
50030,49985,1
50030,50025,1
50030,50030,1
50039,14006,2
50039,50039,6
50044,64876,1
50074,60954,1
50083,381,1
50083,50083,1
50098,50098,3
50098,53812,2
50098,57416,2
50106,35644,1
50106,50106,1
50130,44477,1
50130,50130,1
50143,35644,1
50146,303,1
50146,381,3
50146,1330,1
50146,9123,1
50146,10620,1
50146,16220,1
50146,35644,5
50146,40853,5
50146,41726,1
50146,44139,3
50146,45374,1
50146,50146,16
50146,50406,2
50146,51646,1
50146,54096,1
50146,55122,1
50146,58355,1
50146,65131,1
50146,70066,1
50146,71218,1
50146,74040,1
50152,836,2
50152,50152,3
50154,50146,1
50154,50154,1
50155,46505,1
50158,836,1
50158,50158,1
50162,35644,3
50162,50162,3
50163,33202,1
50174,35644,2
50174,41306,1
50174,50174,1
50174,51659,1
50179,23492,2
50179,50179,1
50192,45264,1
50192,46505,1
50192,50192,1
50204,64377,1
50211,41968,2
50211,46868,1
50211,50211,5
50211,51582,2
50235,75968,1
50238,44375,1
50247,10372,1
50247,51262,1
50256,32402,1
50256,50256,1
50257,50257,1
50257,50262,1
50262,50257,2
50262,50262,1
50262,50269,1
50262,50379,1
50269,35644,1
50269,50269,1
50273,23305,2
50273,35644,1
50273,50273,1
50274,25869,1
50275,11097,1
50275,21163,1
50275,50275,1
50292,32544,1
50292,50292,2
50292,50325,2
50292,50603,1
50300,50300,1
50311,45817,1
50311,50311,2
50311,55122,2
50312,16538,1
50312,18423,1
50312,50312,2
50315,34269,1
50315,35644,1
50315,50315,1
50325,8820,1
50325,33202,1
50325,50325,1
50338,25849,1
50352,44456,2
50352,50352,2
50353,35644,1
50353,46749,1
50356,27549,1
50363,21232,2
50363,21749,1
50363,35644,2
50363,41557,1
50363,45179,1
50363,45264,1
50363,49067,1
50363,50354,1
50363,50363,10
50363,52510,1
50363,53114,4
50363,53266,1
50363,53662,1
50363,54586,1
50363,57890,1
50363,82321,1
50363,87155,1
50391,25223,1
50391,28175,3
50391,50391,3
50402,28175,6
50402,50402,5
50403,50727,1
50405,21232,1
50405,59171,1
50406,381,1
50406,5268,2
50406,23159,1
50406,24478,1
50406,28175,1
50406,31086,1
50406,36977,1
50406,41771,1
50406,42044,1
50406,49700,2
50406,50406,25
50406,54118,3
50406,54395,1
50406,57429,3
50406,60468,3
50406,68023,1
50406,68326,1
50406,69822,1
50406,70080,1
50406,70843,2
50406,71219,4
50406,71304,1
50406,71587,2
50406,75886,2
50406,78107,2
50406,78761,1
50406,90138,1
50429,28175,2
50440,381,2
50440,43844,1
50440,50440,1
50441,33202,2
50441,50441,1
50445,50445,1
50449,49195,1
50451,62028,1
50471,836,1
50471,50449,1
50471,50471,3
50471,50603,1
50471,50885,1
50473,15527,1
50473,49491,1
50477,33551,1
50478,46309,1
50478,50478,1
50478,80867,1
50494,836,2
50494,18626,1
50494,50496,1
50495,50495,1
50495,58608,1
50506,836,1
50506,35644,1
50515,28175,2
50515,35644,1
50515,50515,3
50519,28470,1
50519,50519,1
50519,57153,1
50519,57691,1
50519,74068,1
50528,21163,1
50528,44114,1
50528,50528,2
50531,381,1
50531,29587,1
50531,50531,1
50532,471,2
50532,16560,1
50532,26562,1
50532,29587,1
50532,36977,1
50532,39338,1
50532,50532,1
50534,13748,1
50534,14904,1
50534,41335,2
50534,43000,1
50534,49278,1
50534,50534,8
50534,58000,1
50534,58002,2
50534,60905,1
50534,67328,1
50534,68025,1
50534,70984,4
50534,70994,1
50535,381,1
50544,32958,1
50544,35644,1
50563,44114,1
50570,9123,1
50583,33202,1
50584,46652,1
50599,28175,1
50599,50599,1
50602,54955,1
50603,40853,1
50603,53479,2
50613,68023,1
50622,8752,1
50622,29587,4
50622,50622,4
50622,67743,1
50625,15496,1
50625,33759,2
50625,50625,2
50627,28175,1
50634,9123,1
50634,31084,2
50638,35644,1
50641,35644,1
50641,44139,1
50654,60503,1
50664,471,1
50668,1330,1
50668,28175,2
50668,50668,1
50669,35644,1
50669,50669,1
50674,35644,1
50674,64014,1
50685,13023,1
50689,26394,1
50703,29587,1
50703,50703,1
50706,36977,1
50706,50689,1
50706,50706,2
50706,51836,1
50711,41058,1
50711,50711,1
50719,836,2
50719,50719,1
50727,358,1
50727,836,2
50727,1165,2
50727,3443,2
50727,8820,2
50727,16853,1
50727,18818,1
50727,22074,3
50727,23305,2
50727,24984,1
50727,25421,1
50727,28101,1
50727,28175,6
50727,31283,1
50727,35644,6
50727,37585,4
50727,38506,2
50727,40853,1
50727,41740,1
50727,41771,1
50727,42498,1
50727,42831,1
50727,43077,2
50727,43959,4
50727,44039,2
50727,44456,2
50727,45064,1
50727,45264,1
50727,45374,1
50727,46375,7
50727,46452,1
50727,47265,3
50727,47832,3
50727,47958,1
50727,49700,1
50727,49731,1
50727,49914,1
50727,50146,3
50727,50727,92
50727,50746,1
50727,50765,1
50727,50828,6
50727,50832,1
50727,50852,1
50727,51083,3
50727,51129,2
50727,51399,2
50727,51495,6
50727,51670,1
50727,51708,3
50727,51969,1
50727,52291,1
50727,52509,1
50727,52664,1
50727,52719,1
50727,52726,1
50727,52786,5
50727,52994,1
50727,53021,3
50727,53278,1
50727,53287,3
50727,53675,1
50727,56256,1
50727,56265,1
50727,60503,1
50727,67378,1
50727,70116,1
50727,71442,2
50727,77565,1
50732,28175,2
50732,50732,1
50746,50831,1
50795,45264,1
50795,50795,2
50795,64596,1
50802,33202,2
50802,50802,1
50820,1256,1
50828,3613,2
50828,44456,2
50828,50828,3
50828,51743,2
50829,10663,1
50829,29587,1
50829,50829,1
50831,35644,1
50831,50727,2
50831,50831,1
50832,8560,1
50832,33202,2
50832,44299,1
50832,50832,3
50833,13268,1
50833,29169,1
50833,30668,1
50833,44456,1
50833,49032,1
50833,50833,18
50833,55122,1
50833,56922,2
50833,57453,1
50833,57691,4
50833,59363,1
50833,60428,1
50833,61756,1
50833,62938,4
50833,63468,1
50833,63620,1
50833,63652,1
50833,63717,4
50833,63932,2
50833,64577,2
50833,64643,1
50833,64775,1
50833,64805,1
50833,65081,1
50833,65516,1
50833,65672,1
50833,65765,1
50833,65949,1
50833,66252,1
50833,67328,1
50833,68025,2
50833,68677,1
50833,69958,1
50833,69972,2
50833,70252,1
50833,71273,1
50833,79374,2
50833,80016,1
50835,17320,1
50835,29587,3
50835,50835,2
50841,50841,1
50841,54262,1
50852,1424,1
50852,35644,4
50852,50852,1
50862,8560,2
50862,23240,1
50862,50862,5
50862,55122,3
50862,64377,2
50862,70898,2
50862,84891,1
50862,88020,1
50863,35644,1
50863,50863,2
50864,13023,1
50864,26562,1
50866,33279,1
50866,50866,1
50866,66117,1
50866,73114,1
50869,9257,1
50869,28175,1
50881,50881,3
50881,55122,1
50885,29217,2
50885,50885,2
50896,35644,2
50896,50896,1
50896,64462,1
50899,13748,1
50899,26394,1
50899,35644,2
50899,50899,2
50899,79883,1
50900,7714,1
50913,79047,1
50917,44456,1
50917,50917,1
50919,35644,1
50935,35644,1
50935,50935,2
50935,58488,1
50939,44456,1
50939,50939,1
50946,28175,1
50946,34269,1
50946,41058,3
50946,50946,4
50950,381,1
50951,27526,1
50951,50951,1
50956,37952,1
50967,35644,1
50967,45264,1
50967,50967,2
50967,76917,2
50973,381,1
50973,26394,1
50973,50973,1
50991,28175,2
50991,35644,2
50991,50991,6
50992,9123,2
50992,50992,2
50993,924,2
50993,49293,1
50993,50993,2
51000,23305,3
51000,51000,3
51002,381,1
51007,381,2
51007,14006,1
51007,28175,3
51007,29587,1
51007,35644,2
51007,36977,1
51007,45264,1
51007,47488,1
51007,51007,8
51007,58685,2
51007,59085,1
51007,59563,1
51007,84790,1
51017,50956,1
51026,54502,1
51031,381,2
51031,51031,1
51033,43472,1
51044,836,2
51044,51044,1
51059,24895,1
51071,51071,1
51071,75596,1
51082,1156,2
51084,29587,1
51084,33202,2
51084,39007,1
51084,51084,4
51090,35644,1
51094,51094,1
51094,85786,1
51096,2893,1
51099,51099,1
51106,44456,1
51106,53812,1
51106,63378,1
51125,836,3
51125,32697,1
51125,51125,6
51125,56753,1
51125,63031,1
51126,28175,1
51126,29587,5
51126,51126,4
51129,8752,1
51129,15569,1
51129,17696,2
51129,23204,1
51129,28175,2
51129,35644,4
51129,44139,3
51129,45264,1
51129,51129,11
51129,57453,2
51129,61315,1
51129,78662,1
51131,8501,1
51131,10815,1
51131,40951,1
51131,51131,2
51141,836,2
51141,28175,1
51141,44039,1
51141,51503,1
51141,53901,1
51141,82950,1
51143,51143,1
51143,56677,1
51143,57413,1
51153,41000,1
51163,39547,1
51198,6550,1
51204,49985,1
51209,836,1
51209,924,1
51209,17310,1
51209,28175,1
51209,29412,1
51209,33202,1
51209,37510,5
51209,44456,1
51209,51044,2
51209,51209,26
51209,51467,1
51209,52664,1
51209,54353,1
51209,57240,2
51209,57378,1
51209,57453,1
51209,60105,1
51209,61522,1
51209,65837,1
51209,67349,2
51209,67605,1
51209,69128,2
51209,69822,2
51209,70718,2
51209,70875,1
51209,71199,1
51209,71240,4
51223,71219,2
51223,71442,1
51230,1256,1
51230,6550,1
51244,75373,1
51248,54944,1
51255,28175,2
51255,51255,1
51275,50727,2
51280,51280,1
51280,71218,1
51301,35644,1
51309,51309,2
51311,34269,1
51314,52089,1
51321,52089,1
51322,27250,1
51322,47488,1
51322,51322,1
51330,27250,1
51330,47488,1
51330,51330,2
51349,17012,2
51349,51349,2
51349,57526,1
51369,381,1
51369,33202,2
51369,37184,2
51369,51369,4
51375,43077,1
51375,51375,1
51375,51581,1
51385,26394,1
51399,28175,1
51408,924,1
51411,51411,2
51411,70558,2
51416,381,1
51424,51424,1
51424,60099,2
51431,17538,1
51431,43707,1
51431,51431,3
51440,45494,1
51462,28175,2
51462,51462,1
51467,18703,1
51467,61973,1
51471,8820,1
51471,23240,1
51471,51471,1
51472,381,2
51472,28175,2
51472,63044,1
51478,381,1
51481,2543,1
51487,836,1
51487,51487,1
51495,381,2
51495,26394,2
51495,51495,5
51506,1156,3
51506,51506,2
51512,51512,1
51512,58685,2
51541,1426,1
51541,15828,1
51541,44804,1
51541,51541,2
51541,51589,1
51541,51811,1
51541,54304,1
51541,54387,1
51541,54663,1
51541,54715,1
51541,55010,1
51541,70088,1
51546,381,1
51562,381,1
51562,35644,1
51562,51562,3
51570,28175,1
51570,40286,1
51570,45264,1
51570,51570,1
51573,31084,1
51573,51573,1
51578,381,1
51582,23305,1
51582,50652,1
51582,51582,2
51589,44039,1
51601,33759,1
51601,51601,1
51603,35644,2
51604,51604,1
51604,52089,1
51605,59085,1
51621,381,4
51621,51621,3
51624,83192,1
51625,41771,1
51625,51625,1
51632,51632,1
51632,75055,1
51638,55122,1
51639,381,1
51639,51639,1
51648,2459,1
51648,9123,1
51648,44139,1
51648,51648,1
51651,1330,1
51652,43077,1
51656,8501,1
51656,51656,1
51659,2893,1
51659,38538,1
51659,41219,1
51659,45374,1
51659,46375,1
51659,51659,8
51659,51905,1
51659,54055,1
51659,59407,2
51668,26562,1
51668,29587,1
51668,51668,1
51668,60624,1
51668,90177,1
51670,21,1
51670,50727,2
51670,51670,2
51670,64760,1
51672,836,1
51685,49162,1
51687,21,1
51687,381,5
51687,44039,3
51687,45264,1
51687,51687,8
51687,59013,1
51696,28175,1
51696,51696,1
51708,836,1
51708,51708,2
51714,924,1
51714,26788,3
51714,32543,3
51714,36977,1
51714,37330,2
51714,44039,1
51714,45264,2
51714,46375,1
51714,50146,1
51714,50727,2
51714,50833,2
51714,51714,41
51714,52089,3
51714,54796,1
51714,57434,10
51714,59425,2
51714,60503,2
51714,61261,1
51714,61418,1
51714,63717,3
51714,66295,4
51714,67096,2
51714,69881,1
51714,70679,4
51714,71246,2
51714,76386,1
51714,77314,1
51714,77360,4
51714,79448,2
