owneruserid,userid,NbrOfComments
71240,70838,1
71240,71240,1
71246,3070,1
71246,3443,1
71246,49590,1
71246,58306,1
71246,64377,4
71246,70838,4
71246,71246,11
71268,56922,1
71274,67328,1
71282,70066,1
71283,23305,1
71283,71283,1
71286,70066,1
71288,70066,2
71288,71288,1
71293,70066,2
71293,71293,1
71294,70066,1
71294,71294,1
71297,53648,1
71297,62446,2
71297,70066,2
71297,70342,2
71297,70875,3
71297,71297,8
71304,50406,1
71304,65128,1
71304,70066,1
71304,71304,4
71314,51209,1
71316,471,1
71316,14302,1
71316,34269,1
71316,67412,1
71316,70066,1
71316,86445,1
71326,924,1
71326,71581,1
71327,51209,1
71334,70066,1
71345,16195,1
71346,28175,1
71346,51209,1
71353,55122,1
71353,63906,1
71357,52291,2
71357,71357,1
71359,5211,1
71359,70066,1
71359,71359,1
71371,71371,2
71371,73912,2
71375,52291,1
71375,71218,1
71375,71375,1
71375,73125,1
71390,71390,1
71393,52196,1
71393,68023,1
71393,71393,1
71418,23305,1
71418,29575,1
71418,71418,1
71423,70066,1
71423,71423,1
71425,50406,1
71425,70066,1
71430,56922,1
71442,,2
71442,21,2
71442,2459,4
71442,3504,1
71442,8820,1
71442,26562,1
71442,40329,1
71442,41087,1
71442,43060,1
71442,45374,4
71442,45610,1
71442,49375,1
71442,49997,1
71442,52379,1
71442,54586,1
71442,55122,12
71442,56354,2
71442,56760,1
71442,57237,1
71442,64876,12
71442,65699,2
71442,66177,1
71442,67050,1
71442,67448,1
71442,69963,2
71442,70082,2
71442,70169,3
71442,70759,1
71442,71442,76
71442,73074,2
71442,73785,3
71442,73938,1
71442,74028,3
71442,74421,1
71442,74814,1
71442,74855,2
71442,74982,2
71442,75015,2
71442,75244,1
71442,75276,1
71442,75280,1
71442,75377,2
71442,75480,1
71442,75738,1
71442,75952,1
71442,75954,2
71442,76057,2
71442,76066,3
71442,76137,3
71442,76392,1
71442,76769,2
71442,76779,2
71442,77122,2
71442,77505,1
71442,77584,1
71442,77631,2
71442,78007,1
71442,78102,1
71442,78343,2
71442,78364,1
71442,78416,1
71442,78523,1
71442,79249,3
71442,79490,1
71442,79715,1
71442,80023,1
71442,80221,1
71442,80396,1
71442,82697,1
71442,82841,1
71442,82936,1
71442,82939,1
71442,84229,3
71442,84626,1
71442,84891,1
71442,85102,1
71442,85521,2
71442,85855,1
71442,86339,3
71442,86514,1
71442,86560,2
71442,86575,1
71442,87385,1
71442,87724,1
71442,87912,1
71442,87930,1
71464,10814,5
71464,39338,2
71464,44456,1
71464,64377,1
71464,71464,10
71464,76883,1
71469,40853,1
71477,56408,1
71478,67328,1
71497,64760,1
71497,71497,1
71501,67412,1
71501,71218,1
71501,71501,2
71504,45264,1
71511,71511,1
71511,85398,1
71512,68023,1
71512,69470,1
71512,71512,1
71515,2459,2
71515,65131,1
71515,67203,1
71515,69151,1
71515,71442,1
71515,71515,5
71515,75539,1
71516,28175,1
71516,70838,1
71533,70066,1
71533,71533,1
71538,28175,1
71538,71538,1
71541,70066,1
71541,71541,1
71541,71544,1
71567,71567,1
71572,67537,1
71572,71572,2
71572,88255,2
71581,44456,2
71581,70838,1
71581,70891,1
71581,71581,2
71581,73042,1
71587,65131,2
71587,71587,3
71587,73370,2
71630,10814,1
71631,14518,4
71631,71631,4
71633,42044,1
71633,56922,2
71633,70891,2
71633,71633,2
71637,32697,1
71637,71637,1
71637,71759,2
71637,80709,1
71643,71218,1
71647,836,1
71647,70066,3
71647,71647,3
71650,70066,1
71661,70066,1
71675,29157,3
71675,67573,1
71675,71675,6
71675,75232,1
71675,76422,2
71677,1330,1
71677,42044,1
71677,67328,1
71677,71677,1
71681,55122,2
71681,64760,1
71723,70274,1
71723,71723,1
71725,71725,1
71737,71442,1
71759,64356,1
71781,18247,1
71798,28175,1
71811,29575,1
71822,18703,1
71822,71822,1
71823,34269,1
71823,71823,1
71824,29575,1
71828,70066,1
71828,70891,1
71828,71828,1
71849,70891,1
71861,36977,1
71890,28175,1
71896,55122,1
71896,67412,1
71896,71219,1
71896,71442,1
71903,69471,3
71903,71903,4
71907,38887,1
71907,55122,1
71907,64377,1
71907,71907,1
71907,85398,1
71912,64377,1
71912,71912,1
71912,78686,1
71918,71918,2
71923,20739,2
71923,52089,1
71923,71923,2
71949,10814,1
71952,71952,1
71952,74421,1
71952,84891,2
71960,42044,1
71964,27983,1
71964,55122,1
71964,71964,2
71974,836,2
71979,61445,1
71979,71979,1
71981,10814,1
71981,53479,2
71981,63906,1
71987,52273,1
72008,34269,2
72008,72008,2
72013,34269,1
72013,45506,1
72013,72013,3
72022,56922,1
72022,71218,1
72022,72022,1
72024,71218,1
73024,57019,1
73035,50866,1
73039,73039,2
73042,52291,2
73042,73042,1
73052,52291,1
73052,73052,1
73056,52291,1
73062,71218,1
73069,71218,1
73069,73069,1
73074,35644,1
73074,71442,1
73074,85143,1
73074,85271,1
73080,64596,1
73080,73080,1
73086,10814,1
73101,68023,1
73104,2459,1
73104,10814,1
73104,55122,1
73104,73104,1
73104,76883,1
73114,61445,1
73114,73114,4
73114,77162,4
73125,29575,2
73125,73125,1
73127,51969,2
73127,73127,2
73127,73998,1
73134,67777,1
73134,73134,1
73134,76546,1
73146,20971,1
73147,70066,2
73147,73147,2
73150,42044,2
73150,45264,1
73150,73150,6
73156,201,1
73164,97,1
73195,64377,2
73195,73195,1
73209,55122,1
73209,71587,2
73209,73114,2
73209,73209,4
73209,75390,1
73209,75738,1
73209,76811,1
73209,78069,1
73209,78728,1
73227,45506,1
73227,73227,1
73231,68023,1
73231,69670,1
73251,56922,1
73251,66788,2
73251,68023,2
73251,71442,1
73251,73251,3
73259,54115,1
73259,70169,1
73267,924,1
73267,71218,1
73267,73267,1
73269,68023,1
73269,73269,1
73300,23305,2
73300,73299,1
73300,73300,2
73311,54096,1
73311,64950,1
73311,73311,1
73315,33202,1
73315,65131,1
73315,73315,3
73316,69527,1
73316,73316,2
73323,50833,1
73323,71218,3
73323,73323,4
73332,73912,2
73338,42044,1
73364,24119,1
73365,51029,2
73365,64596,1
73365,67240,1
73365,71442,2
73365,73365,3
73367,57493,1
73367,73367,1
73374,73374,2
73374,90009,3
73376,67328,1
73393,600,1
73393,39338,2
73393,71442,1
73393,73393,7
73393,74421,1
73397,60503,1
73397,73397,2
73397,85398,5
73399,71218,2
73399,73399,2
73401,10814,1
73401,69670,1
73401,73401,1
73407,68023,1
73409,68023,1
73423,35644,1
73428,71218,1
73428,73428,1
73433,924,1
73441,8560,1
73441,18298,1
73441,18703,2
73441,32220,1
73441,32243,1
73441,55122,1
73441,57564,1
73441,58789,1
73441,60379,1
73441,65131,1
73441,65153,1
73441,66995,1
73441,68023,1
73441,68443,1
73441,70749,4
73441,71442,2
73441,73441,27
73441,73751,1
73441,74040,1
73441,74421,1
73441,74855,1
73441,76456,2
73441,76706,2
73441,77102,1
73441,77132,1
73441,77144,2
73441,77162,1
73441,77740,2
73441,82762,1
73441,85398,1
73441,89593,2
73446,63871,1
73446,73446,1
73457,27983,1
73457,73457,1
73465,23305,1
73465,73465,2
73472,71892,3
73472,73472,2
73472,75570,1
73475,73471,5
73475,73475,4
73476,73476,1
73476,75198,2
73476,77393,1
73476,82088,1
73476,82768,1
73476,82778,1
73501,71797,1
73501,73501,1
73505,73505,1
73509,35644,2
73509,73509,2
73512,836,4
73512,73512,4
73525,73472,1
73525,73525,2
73567,16849,1
73567,73567,1
73573,73573,1
73579,45264,1
73600,71442,1
73600,73600,2
73600,86560,1
73600,87652,1
73609,71219,2
73609,73609,1
73611,29587,1
73611,69527,1
73611,73611,4
73614,29587,1
73633,836,1
73633,73633,1
73636,31086,1
73641,21,1
73645,16853,1
73645,71442,1
73645,73645,1
73654,44456,1
73666,68023,1
73666,73666,1
73671,27983,1
73671,33603,1
73671,73671,2
73678,35644,1
73678,45264,1
73678,73678,2
73678,76587,1
73678,77743,1
73680,10814,1
73680,55122,1
73680,71442,1
73680,73680,5
73700,29169,1
73712,40853,1
73712,73712,1
73724,29169,1
73724,68023,1
73724,73724,2
73726,924,3
73726,73726,2
73730,924,1
73730,44456,1
73730,71442,1
73733,55122,1
73740,45264,2
73740,55122,2
73740,60503,5
73740,64377,1
73740,66544,1
73740,73740,9
73740,76754,1
73754,1330,1
73762,67328,1
73766,29575,1
73766,71442,2
73766,73766,1
73785,13296,1
73792,54953,1
73792,64377,1
73796,836,2
73796,61941,10
73796,73796,9
73820,68023,1
73832,1029,2
73832,41771,1
73832,67203,1
73832,73832,1
73848,303,1
73848,73848,1
73851,34269,1
73851,55122,1
73851,68023,1
73851,71442,1
73851,73851,4
73851,74421,1
73859,75353,1
73859,89427,1
73861,16560,1
73870,29169,1
73890,23159,1
73890,73890,2
73897,68023,1
73897,73897,1
73907,52291,1
73907,56716,3
73907,73441,1
73907,73907,3
73912,27983,1
73912,65131,1
73912,70898,1
73912,71442,2
73912,73332,1
73912,73912,3
73912,73998,1
73912,75547,1
73919,65131,1
73919,73919,1
73919,74421,1
73930,60394,2
73930,62446,1
73930,73930,2
73930,75849,1
73932,303,1
73934,1330,1
73938,471,1
73938,71219,1
73938,71442,3
73938,73938,6
73965,73332,1
73967,73967,1
73967,74012,1
73970,53357,1
73972,60428,1
73990,69569,5
73990,73990,4
73994,38887,1
73994,73994,1
73996,75528,1
73999,73999,3
73999,81995,1
73999,83158,3
74001,23305,1
74001,45374,1
74001,74001,1
74003,55122,2
74003,59028,9
74003,67110,2
74003,74003,9
74003,78808,1
74003,79416,1
74004,42044,1
74012,64377,2
74012,74012,3
74047,29575,1
74047,74047,1
74048,69498,1
74065,52275,3
74065,74065,4
74065,75217,3
74068,63906,1
74068,71442,1
74094,52291,1
74110,55122,3
74110,74110,4
74118,924,1
74118,3443,1
74118,7730,1
74118,33183,1
74118,39830,1
74118,60710,1
74118,62073,1
74118,62752,1
74118,74065,1
74118,74118,6
74118,86339,1
74118,86356,1
74118,86822,1
74118,87202,1
74118,89411,1
74132,41771,3
74132,74132,3
74160,27432,1
74170,60503,1
74182,73965,3
74185,71218,1
74185,74185,1
74207,74065,1
74207,74207,2
74213,23305,1
74214,87435,1
74230,74224,2
74230,74230,2
74230,89708,1
74239,74960,1
74261,44139,1
74261,45264,1
74261,63906,5
74261,74261,7
74266,14909,1
74274,68023,1
74274,74274,1
74294,47832,1
74294,74294,1
74301,32288,1
74313,40791,1
74313,53994,2
74313,69296,2
74313,74313,4
74313,79160,1
74313,84574,2
74318,1330,1
74318,74318,1
74319,64109,1
74319,73907,1
74320,71442,1
74322,29169,1
74369,69527,1
74397,30613,1
74414,8820,3
74414,74414,2
74421,8878,1
74421,21086,1
74421,26562,1
74421,28175,1
74421,38793,2
74421,55122,2
74421,60105,5
74421,60902,1
74421,68023,2
74421,69646,2
74421,73919,1
74421,74421,29
74421,75335,1
74421,75353,1
74421,76433,1
74421,76726,1
74421,77173,1
74421,77253,2
74421,77254,1
74421,77356,5
74421,78015,1
74421,78276,1
74421,78409,1
74421,88648,4
74432,79036,1
74443,73730,1
74460,27665,1
74467,71442,2
74467,73441,1
74467,74467,2
74468,61941,1
74508,71442,2
74508,74508,1
74512,57453,1
74521,87979,1
74525,85045,1
74529,51714,1
74529,71442,1
74529,74529,1
74532,21,1
74532,74532,1
74533,71442,1
74540,3314,2
74540,74540,1
74548,71442,1
74560,1029,2
74560,74560,2
74581,74744,1
74583,64377,1
74593,21825,1
74593,45166,1
74599,74599,1
74599,82749,1
74599,86182,1
74631,71219,1
74640,71442,1
74649,71442,1
74649,74649,1
74658,71442,1
74658,74658,1
74698,924,1
74698,23910,1
74705,74705,1
74705,74795,1
74708,71442,2
74708,74708,3
74718,35644,2
74718,74718,1
74719,70923,3
74719,75592,1
74723,68023,1
74723,74723,1
74725,836,3
74725,74725,2
74725,74910,1
74727,303,1
74727,53648,1
74727,73209,1
74727,73912,2
74727,74727,2
74727,77192,1
74727,79022,1
74735,10513,2
74735,15992,3
74735,38315,1
74735,59339,1
74735,70297,1
74735,71648,5
74735,74719,3
74735,74735,11
74735,75911,1
74745,5268,1
74745,74751,1
74745,74792,1
74754,40853,1
74760,29575,1
74779,38083,1
74779,71442,1
74785,74735,1
74797,27432,1
74797,74797,1
74800,62938,2
74802,20517,1
74807,71442,1
74821,2459,2
74831,74443,1
74831,74831,1
74839,26239,3
74839,51714,1
74839,74839,3
74846,6550,1
74846,27432,2
74846,74846,3
74855,303,1
74855,10882,1
74855,38083,1
74855,40853,2
74855,50833,1
74855,55122,2
74855,71219,2
74855,74735,1
74855,74855,3
74865,84626,1
74871,74871,1
74871,85944,1
74873,10814,1
74873,65131,1
74894,924,4
74894,74894,3
74895,23305,1
74895,74421,1
74895,74443,1
74895,74895,2
74919,,2
74919,74919,1
74937,74735,2
74937,74937,1
74946,54096,1
74946,56549,2
74946,74946,1
74955,69843,1
74960,23305,1
74980,27983,2
74980,74980,1
74982,71442,3
74982,74982,3
75003,71442,1
75003,75003,1
75010,44393,1
75010,71442,1
75010,75010,2
75017,68023,1
75017,71442,1
75017,74421,1
75017,75017,1
75044,68023,1
75051,68023,1
75051,74735,1
75055,43193,2
75055,51632,1
75055,51714,1
75055,75055,5
75055,75405,1
75055,76902,3
75055,79490,1
75055,82088,1
75055,82764,1
75055,84229,1
75070,73851,1
75070,75070,2
75071,924,1
75090,71442,2
75090,75090,3
75098,26562,1
75098,28175,2
75098,75098,2
75107,75102,1
75107,75107,1
75119,71219,3
75147,10814,1
75147,75147,1
75152,14518,1
75152,17310,1
75152,40010,1
75152,44287,1
75152,45177,1
75152,46200,2
75152,46563,2
75152,54115,1
75152,55122,1
75152,62752,2
75152,69770,1
75152,71515,2
75152,71952,4
75152,73397,1
75152,75096,1
75152,75152,33
75152,75502,1
75152,76228,1
75152,77571,2
75152,77826,3
75152,77997,1
75152,79728,1
75152,80363,1
75152,80398,2
75152,80506,1
75152,83154,1
75152,83473,4
75152,84566,2
75152,85597,2
75152,85599,1
75152,85635,2
75152,85925,1
75152,85940,2
75152,86769,1
75152,86772,1
75152,88255,1
75157,303,1
75157,32492,1
75157,41274,2
75157,54721,2
75157,68023,1
75157,75157,23
75157,79186,2
75157,80072,2
75157,83473,1
75157,84199,1
75157,84229,5
75157,84891,1
75157,87608,9
75157,88255,5
75157,88915,1
75157,89502,3
75157,89725,1
75158,23305,1
75158,65131,1
75158,71033,1
75158,71442,1
75158,75158,3
75165,23305,1
75165,75165,1
75169,29169,1
75181,23708,1
75181,75181,1
75197,71442,1
75198,71442,1
75198,75198,4
75198,79227,2
75198,83903,1
75199,8596,1
75199,71442,1
75209,1029,1
75209,75209,2
75210,71442,1
75210,71544,1
75213,71442,1
75213,75213,1
75218,64870,3
75218,73832,1
75218,75218,2
75218,83913,1
75226,52257,1
75226,75226,1
75232,23305,1
75232,75232,1
75244,41886,1
75244,64377,1
75244,74421,1
75244,75244,2
75244,75245,1
75244,75539,1
75245,64104,1
75245,69970,1
75245,75222,2
75245,75245,1
75249,56922,1
75249,75249,1
75257,65131,1
75257,71442,1
75257,75257,1
75260,38911,1
75260,44456,1
75263,13748,2
75263,75263,1
75264,71442,1
75264,80131,1
75278,71442,1
75278,75278,1
75285,23305,1
75285,75260,1
75285,75285,2
75295,64377,1
75314,71442,1
75323,64377,1
75333,52089,1
75333,64377,1
75335,38911,1
75335,74421,2
75335,75335,2
75335,75423,1
75335,75436,1
75352,23305,1
75352,75352,1
75357,71442,1
75358,68023,1
75358,75358,1
75359,56922,1
75359,75359,1
75359,75363,1
75369,29353,1
75369,67203,1
75369,71442,2
75374,75374,1
75374,75445,1
75378,68023,1
75385,55122,1
75385,75385,2
75385,77356,3
75390,18703,2
75390,75390,1
75405,45374,1
75405,50833,1
75407,303,1
75422,35644,1
75422,75422,1
75428,19261,2
75428,65108,1
75428,75428,2
75428,88610,1
75428,90166,1
75428,90505,3
75431,75539,1
75432,64377,2
75432,75432,1
75436,74735,1
75438,19161,1
75438,71442,1
75438,75438,2
75440,75440,1
75445,73441,2
75445,75445,1
75448,75335,1
75450,10814,2
75450,75450,2
75468,64377,1
75468,73472,1
75468,75468,2
75473,67203,1
75484,68023,1
75484,71442,2
75484,75484,2
75504,64377,1
75507,23305,1
75511,53357,1
75511,75511,1
75513,836,1
75513,71442,1
75528,836,1
75528,75528,1
75534,75370,1
75534,75534,3
75534,75681,1
75534,75687,1
75539,17547,1
75539,71219,2
75539,75405,2
75546,73930,1
75547,73441,2
75547,75547,2
75552,64950,1
75553,65131,1
75553,75553,1
75557,73998,2
75557,75557,1
75559,71442,1
75559,74735,1
75580,55122,1
75582,28685,1
75586,59087,1
75606,23305,1
75606,68023,1
75606,75606,1
75608,836,5
75608,75608,3
75614,69670,1
75614,75614,1
75630,71442,1
75630,75630,1
75632,89252,1
75645,70898,1
75645,71442,1
75666,56922,1
75671,56922,1
75671,75671,1
75681,68023,1
75687,55122,2
75687,75687,1
75688,29575,1
75691,64377,2
75691,75691,1
75702,471,1
75702,59279,1
75702,75702,4
75702,79227,2
75728,60503,1
75738,26562,3
75738,39830,1
75738,51617,2
75738,52350,1
75738,65131,1
75738,70898,1
75738,71675,1
75738,73393,1
75738,75528,1
75738,75738,9
75738,76571,2
75738,76930,1
75738,78082,1
75738,78867,1
75738,88525,1
75750,471,1
75782,71442,2
75782,75782,2
75803,32243,1
75803,59252,1
75803,68023,1
75803,75803,1
75803,86339,1
75812,85398,1
75825,75825,1
75828,9219,2
75828,75828,2
75831,55122,1
75831,75831,1
75839,45726,1
75841,71442,2
75841,75841,1
75842,75849,1
75848,71219,1
75848,75848,1
75853,79934,1
75861,44139,1
75861,75861,1
75861,78609,1
75897,73195,1
75897,75897,2
75897,78207,3
75897,82577,2
75911,74735,1
75911,75911,1
75930,61883,1
75931,57453,1
75952,7714,2
75952,71442,1
75952,75952,2
75956,36949,1
75974,49268,1
75974,64377,1
75974,75974,1
75987,55122,2
75987,75987,1
76001,8878,3
76001,50146,2
76001,76001,3
76003,41886,1
76020,46505,1
76020,68023,1
76022,68023,1
76022,76022,1
76023,64377,2
76023,76023,1
76031,28175,1
76031,71442,1
76031,76031,1
76035,75868,1
76049,71442,1
76056,71442,1
76056,76056,1
76064,71219,1
76064,71442,1
76064,76064,1
76066,60503,1
76066,76066,1
76070,64377,4
76070,76070,2
76074,64377,4
76074,71442,2
76074,76074,5
76077,64377,2
76077,71442,1
76077,76077,1
76087,44456,1
76087,76411,1
76098,64377,1
76098,76098,1
76109,108,1
76109,37548,1
76109,64377,6
76109,71442,2
76109,76109,8
76128,76128,1
76129,,1
76129,52974,1
76129,76129,2
76131,76127,1
76131,76131,1
76137,32492,1
76137,54395,1
76137,55122,2
76137,64950,1
76137,65131,2
76137,76137,2
76138,836,1
76156,45264,1
76176,21825,1
76177,32440,1
76202,79504,1
76203,46305,1
76203,76203,2
76203,76356,1
76203,76381,1
76203,76957,1
76209,14588,2
76209,64377,1
76209,76209,3
76212,76203,1
76212,76212,1
76217,55122,1
76217,76217,1
76236,52291,1
76236,76236,1
76243,29217,3
76243,76243,3
76244,43765,1
76245,55122,1
76245,56380,1
76263,38911,1
76265,74421,1
76265,76546,1
76275,64563,2
76275,85398,1
76281,55122,3
76281,76281,2
76286,34269,1
76286,76286,1
76295,10814,1
76295,68023,1
76295,76295,1
76306,43077,1
76306,76306,1
76315,71442,2
76321,44456,1
76321,73441,1
76321,76321,2
76333,76332,2
76333,76333,1
76343,32697,1
76356,64377,1
76356,74421,1
76356,76356,1
76364,38083,1
76364,65131,1
76389,45374,1
76392,5211,1
76392,28175,2
76392,64377,1
76392,76392,2
76409,70749,1
76409,76409,1
76411,65767,4
76411,76411,3
76413,76413,1
76413,77319,1
76427,71442,1
76427,76427,1
76433,27983,1
76433,64377,1
76433,71442,1
76436,71442,1
76436,76436,1
76446,71442,1
76452,76325,5
76452,76452,3
76456,85398,1
76470,23305,1
76470,76470,1
76473,76546,1
76481,6550,1
76481,71442,1
76484,76484,1
76484,76540,1
76511,69646,1
76523,471,1
76523,71219,2
76523,74421,1
76523,76523,1
76523,78674,1
76528,924,1
76530,76530,2
76540,29575,1
76540,57323,1
76540,65153,1
76540,75260,1
76540,76540,1
76540,76590,1
76546,3613,1
76546,24409,2
76546,36964,1
76546,55122,2
76546,60503,1
76546,68443,1
76546,71246,1
76546,74421,1
76546,76546,9
76546,76955,3
76546,77054,1
76546,78184,1
76546,82815,2
76546,84169,1
76546,84872,2
76554,71442,1
76554,75738,1
76560,74421,1
76590,71442,1
76590,76590,1
76614,74421,1
76617,28175,1
76617,74421,1
76626,24409,1
76626,54096,2
76626,65193,1
76631,55122,2
76631,76631,1
76635,63906,1
76635,76635,1
76640,23305,1
76641,40360,1
76650,64377,1
76653,71442,1
76655,53812,2
76655,63455,1
76655,76655,2
76656,32440,1
76664,74421,1
76674,21825,2
76674,71006,1
76674,76674,4
76675,40360,1
76675,69089,1
76697,65131,1
76699,64377,1
76714,76674,2
76715,76715,1
76742,28175,1
76754,60880,1
76754,76754,1
76766,23305,1
76768,51714,2
76768,65131,1
76768,76768,4
76769,71442,1
76769,76769,1
76776,32440,1
76777,58155,1
76779,27983,1
76779,35644,1
76779,45507,1
76779,55122,3
76779,58743,4
76779,76779,6
76779,79176,1
76787,71442,1
76787,76787,1
76794,14259,1
76794,63565,1
76794,77505,1
76801,13748,1
76801,55122,2
76801,70066,1
76801,76801,3
76804,46505,1
76805,65131,1
76807,85398,1
76811,14675,1
76811,35644,1
76811,39338,1
76811,45264,1
76811,65767,2
76811,71442,1
76811,76546,1
76811,76811,6
76811,78674,3
76819,70066,1
76819,76819,1
76820,65131,1
76836,65131,1
76836,65153,1
76836,76836,1
76848,71442,1
76863,64377,1
76863,76863,1
76863,88443,1
76874,64377,1
76874,74421,1
76877,8752,1
76880,87668,1
76883,8560,1
76883,31610,1
76883,45907,1
76883,61039,3
76883,67537,2
76883,68313,1
76883,71464,1
76883,71952,1
76883,74873,3
76883,75968,2
76883,76883,24
76883,77152,4
76883,79728,1
76883,80761,1
76883,83271,2
76883,84000,1
76883,84118,1
76883,86182,3
76883,88309,1
76883,90182,2
76899,42354,1
76899,44456,2
76899,73441,3
76899,76899,5
76902,24409,1
76902,74003,1
76904,38083,1
76904,64377,1
76904,76904,2
76912,76912,1
76917,41728,3
76917,76917,3
76917,77336,3
76917,77982,2
76942,55122,1
76946,29217,4
76946,76946,3
76955,26562,1
76955,64377,1
76955,69670,1
76955,71442,1
76955,76955,2
76957,76957,1
76988,55122,1
76988,76988,2
76988,77061,1
77002,38083,1
77002,64377,1
77003,15527,1
77003,65131,1
77003,77003,1
77006,29832,1
77015,38083,2
77015,77015,2
77028,55122,1
77052,836,2
77052,37184,1
77052,77052,3
77052,77444,1
77056,74421,1
77057,90745,1
77094,76156,2
77094,77094,1
77102,924,8
77102,64377,2
77102,74421,2
77102,77102,11
77111,55122,1
77117,23305,1
77117,24409,1
77117,77117,1
77121,64377,2
77121,77121,1
77132,64377,1
77138,6550,1
77138,21825,1
77144,24818,1
77144,77144,2
77144,77311,1
77148,73912,1
77148,77148,1
77159,50475,1
77159,73441,2
77159,77159,1
77162,41728,1
77162,49456,1
77162,77162,5
77162,79529,4
77162,79538,3
77162,80392,1
77164,1256,1
77164,39830,1
77164,77164,1
77164,85398,1
77166,77166,1
77166,78914,1
77170,74281,1
77170,76056,1
77170,77170,1
77173,836,1
77173,4683,1
77173,64377,1
77173,77173,1
77174,71442,1
